protein,calories,diet_type,dietary_restrictions,allergy_note,goal,session_minutes,fitness_level,activity_level,current_weight,target_calories,weeks,avg_daily_steps,bmi,resting_heart_rate,weekly_workouts,diet_quality,meal_recommendation,workout_recommendation,fitness_level_class,predicted_weight,workout_exercises,meal_highlights,fitness_guidance
41.19,690.69,non_veg,none,,muscle,39,advanced,moderate,52.15,3188.71,16,13039.91,26.04,81.33,6,average,Chicken Quinoa Plate,Push Pull Legs Intense,intermediate,53.72,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
24.96,371.76,veg,egg_allergy|gluten_intolerance,,muscle,60,advanced,low,98.69,2721.1,23,5405.25,28.92,90.29,7,good,Quinoa Vegetable Plate,Push Pull Legs Intense,beginner,101.58,Barbell Back Squat|Bench Press|Bent-Over Row|Overhead Press|Conventional Deadlift,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
26.39,354.46,non_veg,gluten_intolerance|lactose_intolerance,,maintenance,61,beginner,high,80.14,1364.69,24,16040.12,32.57,52.21,11,average,Chicken Quinoa Plate,Mobility and Core Flow,advanced,74.96,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean chicken with quinoa and mixed vegetables.,"Periodize training, recover well, and target performance blocks."
21.42,347.63,non_veg,none,,muscle,56,intermediate,moderate,50.21,1810.77,19,4741.49,32.7,71.31,8,average,Chicken Quinoa Plate,Upper Lower Strength Split,intermediate,50.13,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,Lean chicken with quinoa and mixed vegetables.,Use progressive overload and mix strength with conditioning.
16.65,382.56,veg,none,,maintenance,20,advanced,moderate,84.41,2433.88,11,12067.03,34.25,72.29,4,average,Veggie Brown Rice Plate,Express Bodyweight Burner,beginner,85.09,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
16.35,884.09,veg,none,,fat_loss,31,beginner,moderate,93.6,1662.18,17,11475.9,34.72,53.66,9,poor,Lentil Greens Salad,HIIT Starter Circuit,beginner,91.63,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
19.06,365.45,veg,egg_allergy,,fat_loss,80,beginner,moderate,54.02,1496.65,19,15657.1,30.02,83.18,3,average,Chickpea Spinach Stir Fry,HIIT Starter Circuit,beginner,50.29,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Plant-protein chickpeas with sauteed spinach.,"Focus on form, 3 sessions/week, and progressive consistency."
35.65,566.48,non_veg,egg_allergy|shellfish_allergy,,maintenance,68,beginner,low,88.59,2942.8,20,15590.18,18.77,49.96,12,good,Lean Chicken Veg Plate,Mobility and Core Flow,advanced,89.55,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Shellfish-free lean chicken and vegetable plate.,"Periodize training, recover well, and target performance blocks."
17.3,421.64,non_veg,lactose_intolerance|soy_allergy,,fat_loss,60,advanced,moderate,53.69,2251.8,13,3551.58,22.48,52.69,1,average,Grilled Fish Salad,Athlete HIIT Blast,intermediate,54.58,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
32.19,317.88,veg,none,,maintenance,66,advanced,high,70.56,2602.14,17,11148.54,17.19,75.57,2,average,Veggie Brown Rice Plate,Hybrid Endurance Strength,intermediate,69.55,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
28.47,585.32,veg,none,,fat_loss,66,beginner,moderate,109.53,1711.83,23,5503.09,19.36,90.36,0,average,Lentil Greens Salad,HIIT Starter Circuit,beginner,107.43,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
13.68,538.69,non_veg,none,,maintenance,20,intermediate,low,84.15,1625.23,12,5654.51,18.41,90.08,11,average,Turkey Rice Bowl,Express Bodyweight Burner,beginner,84.4,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
13.32,298.55,non_veg,none,,muscle,23,beginner,high,117.05,2370.04,8,6686.04,34.22,80.4,8,poor,Chicken Quinoa Plate,Express Bodyweight Burner,beginner,116.66,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean chicken with quinoa and mixed vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
41.58,670.62,non_veg,lactose_intolerance,,maintenance,80,beginner,moderate,87.31,2665.28,18,11591.49,33.14,52.27,2,average,Turkey Rice Bowl,Mobility and Core Flow,beginner,86.94,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
46.33,258.93,non_veg,none,,fat_loss,23,intermediate,high,99.63,1505.38,20,16136.76,34.7,72.49,6,good,Turkey Lettuce Wrap,Express Bodyweight Burner,intermediate,94.2,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Low-calorie turkey wraps with crunchy lettuce.,Use progressive overload and mix strength with conditioning.
52.03,383.88,veg,none,,maintenance,54,intermediate,high,55.34,1421.66,14,16242.05,27.21,84.25,2,average,Veggie Brown Rice Plate,Strength and Cardio Mix,beginner,51.94,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Focus on form, 3 sessions/week, and progressive consistency."
36.89,734.28,non_veg,soy_allergy,,maintenance,68,beginner,low,90.36,1565.87,11,5723.57,27.25,92.96,12,poor,Turkey Rice Bowl,Mobility and Core Flow,beginner,90.31,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
20.36,667.54,veg,none,,muscle,30,beginner,moderate,64.72,3151.95,9,14089.92,17.62,85.34,9,good,Tofu Power Bowl,Full Body Strength Basics,intermediate,65.24,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.",Use progressive overload and mix strength with conditioning.
17.0,552.14,veg,egg_allergy|gluten_intolerance,,fat_loss,76,advanced,low,75.04,2673.34,18,10553.57,28.13,92.13,1,good,Quinoa Vegetable Plate,Athlete HIIT Blast,beginner,77.57,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
17.92,690.26,non_veg,lactose_intolerance|soy_allergy,,fat_loss,28,advanced,low,61.83,1668.95,13,13352.3,34.79,88.94,9,poor,Grilled Fish Salad,Athlete HIIT Blast,beginner,61.17,Sprint Intervals|Box Jumps|Burpee Broad Jumps|Medicine Ball Slams|Skater Hops,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
50.68,787.88,non_veg,none,,maintenance,60,intermediate,low,94.87,1813.2,17,4361.38,22.59,49.53,9,good,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,95.74,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
53.96,889.13,non_veg,nut_allergy,,fat_loss,50,beginner,low,95.86,3187.15,3,14265.87,34.31,90.75,12,average,Grilled Fish Salad,HIIT Starter Circuit,beginner,96.16,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
39.59,334.72,non_veg,nut_allergy,,fat_loss,86,beginner,high,117.6,2050.16,10,5752.58,29.53,69.53,3,average,Turkey Lettuce Wrap,Sprint Interval Circuit,intermediate,116.97,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Low-calorie turkey wraps with crunchy lettuce.,Use progressive overload and mix strength with conditioning.
43.33,837.65,non_veg,lactose_intolerance|shellfish_allergy,,maintenance,20,intermediate,low,72.85,2877.65,10,4913.06,20.99,59.61,3,average,Lean Chicken Veg Plate,Express Bodyweight Burner,beginner,75.51,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Shellfish-free lean chicken and vegetable plate.,"Focus on form, 3 sessions/week, and progressive consistency."
24.13,741.78,non_veg,none,,fat_loss,88,intermediate,moderate,85.29,2115.77,6,10954.39,28.02,68.02,3,average,Grilled Fish Salad,Metabolic Conditioning,beginner,84.45,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
25.86,257.77,veg,egg_allergy|lactose_intolerance,,fat_loss,41,intermediate,low,65.44,2544.22,15,13516.93,17.61,78.17,7,average,Low-Cal Veg Soup,Metabolic Conditioning,beginner,67.07,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Low-calorie vegetable soup for fat-loss support.,"Focus on form, 3 sessions/week, and progressive consistency."
16.77,548.82,non_veg,none,,muscle,24,beginner,low,56.07,2239.69,23,11217.48,23.47,60.33,12,good,Chicken Quinoa Plate,Express Bodyweight Burner,advanced,56.95,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Lean chicken with quinoa and mixed vegetables.,"Periodize training, recover well, and target performance blocks."
46.85,800.8,non_veg,egg_allergy,,muscle,69,beginner,high,115.25,2023.09,3,10680.89,24.69,58.44,8,average,High-Protein Grilled Chicken,Full Body Strength Basics,advanced,115.06,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,"Periodize training, recover well, and target performance blocks."
48.94,876.85,veg,lactose_intolerance,,fat_loss,89,intermediate,moderate,50.97,1974.71,17,11662.71,29.44,88.1,8,good,Lentil Greens Salad,Metabolic Conditioning,intermediate,49.94,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
46.37,445.49,veg,none,,muscle,43,intermediate,moderate,48.75,2437.42,18,6485.79,27.33,82.3,2,good,High-Protein Chickpea Stir Fry,Upper Lower Strength Split,beginner,49.33,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein chickpea meal for muscle gain.,"Focus on form, 3 sessions/week, and progressive consistency."
13.0,713.04,veg,soy_allergy,,fat_loss,56,beginner,moderate,105.66,3176.84,20,8769.25,17.37,56.88,3,average,Lentil Greens Salad,HIIT Starter Circuit,intermediate,108.06,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,Use progressive overload and mix strength with conditioning.
45.95,666.95,veg,shellfish_allergy,,fat_loss,89,beginner,low,108.17,3022.96,14,12656.59,19.49,90.05,5,good,Lentil Greens Salad,HIIT Starter Circuit,beginner,109.5,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
52.85,862.05,non_veg,none,,fat_loss,75,beginner,high,68.27,2816.31,4,6460.5,33.75,85.1,11,poor,Grilled Fish Salad,Sprint Interval Circuit,intermediate,67.95,Treadmill Sprint|Walking Recovery|Jump Squats|Push-Up to T Rotation|Plank Knee Drive,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
19.55,430.35,veg,shellfish_allergy|soy_allergy,,maintenance,41,intermediate,moderate,50.25,2406.54,11,13922.17,25.99,64.12,12,average,Veggie Brown Rice Plate,Strength and Cardio Mix,advanced,50.0,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,"Periodize training, recover well, and target performance blocks."
42.23,823.61,veg,none,,muscle,73,intermediate,moderate,98.41,3052.16,14,11467.08,26.33,55.7,8,good,High-Protein Chickpea Stir Fry,Upper Lower Strength Split,advanced,99.59,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein chickpea meal for muscle gain.,"Periodize training, recover well, and target performance blocks."
50.05,522.89,non_veg,none,,muscle,32,intermediate,moderate,61.34,2752.55,23,2901.89,21.5,88.07,10,good,High-Protein Grilled Chicken,Upper Lower Strength Split,intermediate,64.09,Barbell Bench Press|Romanian Deadlift|Lat Pulldown|Walking Lunges|Dumbbell Shoulder Press,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
39.93,653.89,veg,none,,muscle,38,beginner,low,61.68,2289.78,18,7831.6,26.36,83.79,3,average,Tofu Power Bowl,Full Body Strength Basics,beginner,63.0,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.","Focus on form, 3 sessions/week, and progressive consistency."
45.23,501.85,non_veg,none,,fat_loss,45,intermediate,moderate,86.2,1519.88,13,8969.52,24.21,64.13,7,poor,Grilled Fish Salad,Metabolic Conditioning,intermediate,84.57,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,Use progressive overload and mix strength with conditioning.
18.62,759.05,veg,none,,maintenance,28,intermediate,moderate,97.95,1552.21,11,8790.48,25.83,68.49,6,average,Veggie Brown Rice Plate,Strength and Cardio Mix,intermediate,96.9,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Brown rice with mixed vegetables and legumes.,Use progressive overload and mix strength with conditioning.
32.08,535.79,veg,egg_allergy|nut_allergy,,maintenance,75,beginner,high,65.33,2420.97,21,10563.73,27.37,87.88,11,poor,Chickpea Spinach Stir Fry,Mobility and Core Flow,intermediate,64.49,Cat-Cow Stretch|World's Greatest Stretch|Side Plank|Bird Dog|Glute Bridge March,Plant-protein chickpeas with sauteed spinach.,Use progressive overload and mix strength with conditioning.
53.15,558.35,non_veg,none,,maintenance,48,intermediate,moderate,108.99,2724.01,16,9387.17,26.83,64.03,11,average,Turkey Rice Bowl,Strength and Cardio Mix,intermediate,109.98,Dumbbell Squat to Press|Assault Bike|Seated Cable Row|Step-Ups|Russian Twists,Lean turkey with rice and roasted vegetables.,Use progressive overload and mix strength with conditioning.
37.77,635.03,non_veg,none,,fat_loss,39,intermediate,low,81.01,3153.88,3,6394.33,26.22,86.6,8,average,Grilled Fish Salad,Metabolic Conditioning,beginner,81.46,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
17.1,833.96,veg,gluten_intolerance|shellfish_allergy,,fat_loss,78,beginner,moderate,67.61,1668.63,14,15912.56,30.99,93.07,8,poor,Quinoa Vegetable Plate,HIIT Starter Circuit,beginner,65.01,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,Gluten-aware quinoa plate with seasonal vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
40.04,250.73,non_veg,egg_allergy,,maintenance,56,advanced,low,117.61,2853.28,4,11517.11,21.5,57.86,4,average,Turkey Rice Bowl,Hybrid Endurance Strength,beginner,117.98,Front Squat|Pull-Ups|Farmer Carry|Stationary Bike Intervals|Hanging Knee Raises,Lean turkey with rice and roasted vegetables.,"Focus on form, 3 sessions/week, and progressive consistency."
27.96,463.38,veg,none,,muscle,41,beginner,high,106.86,2772.93,10,14482.86,28.82,73.65,11,average,Tofu Power Bowl,Full Body Strength Basics,advanced,106.32,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,"Balanced tofu bowl with quinoa, greens, and seeds.","Periodize training, recover well, and target performance blocks."
41.2,832.14,non_veg,shellfish_allergy,,maintenance,21,beginner,moderate,111.08,2294.67,22,9632.46,33.13,50.99,3,good,Lean Chicken Veg Plate,Express Bodyweight Burner,intermediate,111.14,Jumping Jacks|Push-Ups|Air Squats|Mountain Climbers|Plank Hold,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
34.8,262.8,non_veg,egg_allergy|shellfish_allergy,,muscle,39,beginner,high,79.48,2801.45,12,16856.6,21.43,49.28,0,average,Lean Chicken Veg Plate,Full Body Strength Basics,intermediate,78.77,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,Shellfish-free lean chicken and vegetable plate.,Use progressive overload and mix strength with conditioning.
40.11,684.46,veg,none,,fat_loss,30,beginner,low,108.74,1604.77,5,8767.91,34.74,65.86,5,average,Lentil Greens Salad,HIIT Starter Circuit,beginner,109.09,High Knees|Bodyweight Squats|Burpees|Plank Shoulder Taps|Alternating Reverse Lunges,High-fiber lentils with leafy greens and lemon dressing.,"Focus on form, 3 sessions/week, and progressive consistency."
42.42,385.04,non_veg,none,,muscle,43,beginner,moderate,76.22,3175.13,14,6119.28,24.48,82.67,8,good,High-Protein Grilled Chicken,Full Body Strength Basics,intermediate,77.83,Goblet Squat|Incline Push-Up|Dumbbell Row|Hip Bridge|Dead Bug,High-protein grilled chicken with vegetables.,Use progressive overload and mix strength with conditioning.
45.2,525.81,non_veg,none,,fat_loss,79,intermediate,low,81.11,2710.39,7,8529.09,35.29,50.23,6,average,Grilled Fish Salad,Metabolic Conditioning,beginner,82.01,Kettlebell Swings|Thrusters|Rowing Intervals|Box Step-Ups|Battle Ropes,Omega-rich fish with fresh vegetables and olive oil.,"Focus on form, 3 sessions/week, and progressive consistency."
